run#,time,req/s,cpu,mem
1523,240.07,70.81,NaN,NaN
1524,247.83,68.60,NaN,NaN
1525,212.69,79.93,NaN,NaN
1526,283.05,60.06,NaN,NaN
1527,259.82,65.43,NaN,NaN
1528,262.03,64.88,NaN,NaN
1529,247.45,68.70,NaN,NaN
1530,248.32,68.46,NaN,NaN
1531,222.80,76.30,NaN,NaN
1532,232.37,73.16,NaN,NaN
1533,232.84,73.01,NaN,NaN
1534,226.18,75.16,NaN,NaN
1535,220.44,77.12,NaN,NaN
1536,243.99,69.67,NaN,NaN
1537,295.61,57.51,NaN,NaN
1538,272.22,62.45,NaN,NaN
1539,243.41,69.84,NaN,NaN
1540,239.93,70.85,NaN,NaN
1541,217.13,78.29,NaN,NaN
1542,218.40,77.84,NaN,NaN
1543,241.85,70.29,NaN,NaN
1544,239.53,70.97,NaN,NaN
1545,235.78,72.10,NaN,NaN
1546,269.38,63.11,NaN,NaN
1547,256.46,66.29,NaN,NaN
1548,246.65,68.92,NaN,NaN
1549,276.77,61.42,NaN,NaN
1550,242.79,70.02,NaN,NaN
1551,277.62,61.23,NaN,NaN
1552,245.83,69.15,NaN,NaN
1553,224.05,75.87,NaN,NaN
1554,228.29,74.47,NaN,NaN
1555,242.10,70.22,NaN,NaN
1556,239.91,70.86,NaN,NaN
1557,236.25,71.96,NaN,NaN
1558,380.02,44.73,NaN,NaN
1559,276.69,61.44,NaN,NaN
1560,261.26,65.07,NaN,NaN
1561,262.15,64.85,NaN,NaN
1562,249.15,68.23,NaN,NaN
1563,255.22,66.61,NaN,NaN
1564,239.25,71.06,NaN,NaN
1565,238.24,71.36,NaN,NaN
1566,246.13,69.07,NaN,NaN
1567,251.24,67.66,NaN,NaN
1568,244.96,69.40,NaN,NaN
1569,245.65,69.21,NaN,NaN
1570,260.70,65.21,NaN,NaN
1571,261.20,65.08,NaN,NaN
1572,266.93,63.69,NaN,NaN
1573,269.03,63.19,NaN,NaN
1574,282.30,60.22,NaN,NaN
1575,241.58,70.37,NaN,NaN
1576,258.42,65.78,NaN,NaN
1577,246.99,68.83,NaN,NaN
1578,239.09,71.10,NaN,NaN
1579,263.46,64.53,NaN,NaN
1580,240.10,70.80,NaN,NaN
1581,246.32,69.02,NaN,NaN
1582,259.93,65.40,NaN,NaN
1583,234.59,72.47,NaN,NaN
1584,241.92,70.27,NaN,NaN
1585,261.77,64.94,NaN,NaN
1586,252.80,67.25,NaN,NaN
1587,239.04,71.12,NaN,NaN
1588,251.22,67.67,NaN,NaN
1589,255.52,66.53,NaN,NaN
1590,227.23,74.81,NaN,NaN
1591,296.50,57.34,NaN,NaN
1592,271.01,62.73,NaN,NaN
1593,254.48,66.80,NaN,NaN
1594,251.35,67.63,NaN,NaN
1595,278.13,61.12,NaN,NaN
1596,238.77,71.20,NaN,NaN
1597,237.59,71.55,NaN,NaN
1598,258.94,65.65,NaN,NaN
1599,230.94,73.61,NaN,NaN
1600,269.82,63.00,NaN,NaN
1601,252.09,67.44,NaN,NaN
1602,239.44,71.00,NaN,NaN
1603,220.31,77.16,NaN,NaN
1604,241.02,70.53,NaN,NaN
1605,280.27,60.66,NaN,NaN
1606,212.20,80.11,NaN,NaN
1607,242.23,70.18,NaN,NaN
1608,231.89,73.31,NaN,NaN
1609,222.89,76.27,NaN,NaN
1610,253.91,66.95,NaN,NaN
1611,231.79,73.34,NaN,NaN
1612,238.06,71.41,NaN,NaN
1613,245.28,69.31,NaN,NaN
1614,285.25,59.60,NaN,NaN
1615,230.41,73.78,NaN,NaN
1616,277.66,61.23,NaN,NaN
1617,250.33,67.91,NaN,NaN
1618,296.00,57.43,NaN,NaN
1619,254.23,66.87,NaN,NaN
1620,217.59,78.13,NaN,NaN
1621,242.55,70.09,NaN,NaN
1622,286.74,59.29,NaN,NaN
1623,274.16,62.01,NaN,NaN
1624,233.23,72.89,NaN,NaN
1625,258.90,65.66,NaN,NaN
1626,253.62,67.03,NaN,NaN
1627,225.99,75.23,NaN,NaN
1628,352.77,48.19,NaN,NaN
1629,251.30,67.65,NaN,NaN
1630,242.27,70.17,NaN,NaN
1631,252.05,67.45,NaN,NaN
1632,241.79,70.31,NaN,NaN
1633,259.34,65.55,NaN,NaN
1634,256.70,66.23,NaN,NaN
1635,239.10,71.10,NaN,NaN
1636,274.77,61.87,NaN,NaN
1637,254.54,66.79,NaN,NaN
1638,259.49,65.51,NaN,NaN
1639,273.61,62.13,NaN,NaN
1640,250.68,67.82,NaN,NaN
1641,205.61,82.68,NaN,NaN
1642,262.07,64.87,NaN,NaN
1643,246.59,68.94,NaN,NaN
1644,227.16,74.84,NaN,NaN
1645,239.73,70.91,NaN,NaN
1646,261.85,64.92,NaN,NaN
1647,257.76,65.95,NaN,NaN
1648,245.75,69.18,NaN,NaN
1649,240.66,70.64,NaN,NaN
1650,239.52,70.97,NaN,NaN
1651,217.38,78.20,NaN,NaN
1652,212.78,79.90,NaN,NaN
1653,249.48,68.14,NaN,NaN
1654,230.46,73.77,NaN,NaN
1655,273.57,62.14,NaN,NaN
1656,233.43,72.83,NaN,NaN
1657,261.30,65.06,NaN,NaN
1658,222.51,76.40,NaN,NaN
1659,278.94,60.95,NaN,NaN
1660,227.94,74.58,NaN,NaN
1661,264.83,64.19,NaN,NaN
1662,274.39,61.96,NaN,NaN
1663,290.13,58.60,NaN,NaN
1664,232.52,73.11,NaN,NaN
1665,249.25,68.21,NaN,NaN
1666,246.78,68.89,NaN,NaN
1667,426.94,39.82,NaN,NaN
1668,256.22,66.35,NaN,NaN
1669,276.77,61.42,NaN,NaN
1670,292.57,58.11,NaN,NaN
1671,256.19,66.36,NaN,NaN
1672,234.80,72.40,NaN,NaN
1673,210.78,80.65,NaN,NaN
1674,247.50,68.69,NaN,NaN
1675,260.57,65.24,NaN,NaN
1676,226.10,75.19,NaN,NaN
1677,242.27,70.17,NaN,NaN
1678,218.06,77.96,NaN,NaN
1679,225.73,75.31,NaN,NaN
1680,227.16,74.84,NaN,NaN
1681,251.92,67.48,NaN,NaN
1682,248.70,68.36,NaN,NaN
1683,214.60,79.22,NaN,NaN
1684,238.07,71.41,NaN,NaN
1685,267.87,63.46,NaN,NaN
1686,249.82,68.05,NaN,NaN
1687,234.53,72.48,NaN,NaN
1688,223.30,76.13,NaN,NaN
1689,226.30,75.12,NaN,NaN
1690,293.43,57.93,NaN,NaN
1691,273.48,62.16,NaN,NaN
1692,269.82,63.01,NaN,NaN
1693,254.73,66.74,NaN,NaN
1694,218.17,77.92,NaN,NaN
1695,249.88,68.03,NaN,NaN
1696,233.67,72.75,NaN,NaN
1697,236.22,71.97,NaN,NaN
1698,254.05,66.92,NaN,NaN
1699,221.52,76.74,NaN,NaN
1700,232.98,72.97,NaN,NaN
1701,238.73,71.21,NaN,NaN
1702,241.04,70.53,NaN,NaN
1703,253.80,66.98,NaN,NaN
1704,258.92,65.66,NaN,NaN
1705,240.55,70.67,NaN,NaN
1706,232.11,73.24,NaN,NaN
1707,253.23,67.13,NaN,NaN
1708,260.79,65.19,NaN,NaN
1709,241.29,70.46,NaN,NaN
1710,230.10,73.88,NaN,NaN
1711,255.40,66.56,NaN,NaN
1712,228.02,74.55,NaN,NaN
1713,237.29,71.64,NaN,NaN
1714,219.00,77.63,NaN,NaN
1715,270.47,62.85,NaN,NaN
1716,272.71,62.34,NaN,NaN
1717,252.16,67.42,NaN,NaN
1718,232.13,73.23,NaN,NaN
1719,326.69,52.04,NaN,NaN
1720,258.86,65.67,NaN,NaN
1721,256.34,66.32,NaN,NaN
1722,235.61,72.15,NaN,NaN
1723,237.34,71.63,NaN,NaN
1724,248.82,68.32,NaN,NaN
1725,232.47,73.13,NaN,NaN
1726,237.13,71.69,NaN,NaN
1727,244.76,69.46,NaN,NaN
1728,231.93,73.30,NaN,NaN
1729,252.40,67.35,NaN,NaN
1730,269.86,63.00,NaN,NaN
1731,237.10,71.70,NaN,NaN
1732,248.65,68.37,NaN,NaN
1733,224.71,75.65,NaN,NaN
1734,229.80,73.98,NaN,NaN
1735,222.15,76.52,NaN,NaN
1736,223.92,75.92,NaN,NaN
1737,266.37,63.82,NaN,NaN
1738,311.57,54.56,NaN,NaN
1739,226.73,74.98,NaN,NaN
1740,225.89,75.26,NaN,NaN
1741,255.13,66.63,NaN,NaN
1742,233.75,72.73,NaN,NaN
1743,252.55,67.31,NaN,NaN
1744,232.53,73.11,NaN,NaN
1745,246.86,68.86,NaN,NaN
1746,264.94,64.17,NaN,NaN
1747,226.00,75.22,NaN,NaN
1748,272.04,62.49,NaN,NaN
1749,231.95,73.29,NaN,NaN
1750,227.90,74.59,NaN,NaN
1751,249.19,68.22,NaN,NaN
1752,254.42,66.82,NaN,NaN
1753,294.96,57.63,NaN,NaN
1754,242.13,70.21,NaN,NaN
1755,229.49,74.08,NaN,NaN
1756,226.73,74.98,NaN,NaN
1757,264.06,64.38,NaN,NaN
1758,254.33,66.84,NaN,NaN
1759,248.05,68.53,NaN,NaN
1760,280.03,60.71,NaN,NaN
1761,238.87,71.17,NaN,NaN
1762,227.00,74.89,NaN,NaN
1763,233.07,72.94,NaN,NaN
1764,256.74,66.21,NaN,NaN
1765,243.77,69.74,NaN,NaN
1766,261.13,65.10,NaN,NaN
1767,245.63,69.21,NaN,NaN
1768,245.94,69.12,NaN,NaN
1769,232.94,72.98,NaN,NaN
1770,223.80,75.96,NaN,NaN
1771,246.32,69.01,NaN,NaN
1772,247.58,68.66,NaN,NaN
1773,231.63,73.39,NaN,NaN
1774,231.51,73.43,NaN,NaN
1775,256.64,66.24,NaN,NaN
1776,256.06,66.39,NaN,NaN
1777,251.51,67.59,NaN,NaN
1778,270.15,62.93,NaN,NaN
1779,254.91,66.69,NaN,NaN
1780,238.62,71.24,NaN,NaN
1781,249.85,68.04,NaN,NaN
1782,258.26,65.82,NaN,NaN
1783,245.67,69.20,NaN,NaN
1784,250.71,67.81,NaN,NaN
1785,244.06,69.66,NaN,NaN
1786,299.99,56.67,NaN,NaN
1787,269.06,63.18,NaN,NaN
1788,297.47,57.15,NaN,NaN
1789,283.14,60.04,NaN,NaN
1790,268.01,63.43,NaN,NaN
1791,227.37,74.77,NaN,NaN
1792,239.43,71.00,NaN,NaN
1793,230.60,73.72,NaN,NaN
1794,255.88,66.44,NaN,NaN
1795,260.57,65.24,NaN,NaN
1796,243.14,69.92,NaN,NaN
1797,253.03,67.19,NaN,NaN
1798,261.84,64.92,NaN,NaN
1799,232.18,73.22,NaN,NaN
1800,226.96,74.90,NaN,NaN
1801,237.46,71.59,NaN,NaN
1802,246.39,69.00,NaN,NaN
1803,260.97,65.14,NaN,NaN
1804,231.39,73.47,NaN,NaN
1805,264.36,64.31,NaN,NaN
1806,230.54,73.74,NaN,NaN
1807,238.99,71.13,NaN,NaN
1808,229.11,74.20,NaN,NaN
1809,235.13,72.30,NaN,NaN
1810,241.65,70.35,NaN,NaN
1811,227.72,74.65,NaN,NaN
1812,215.22,78.99,NaN,NaN
1813,227.99,74.57,NaN,NaN
1814,230.26,73.83,NaN,NaN
1815,230.23,73.84,NaN,NaN
1816,253.14,67.16,NaN,NaN
1817,232.80,73.02,NaN,NaN
1818,239.93,70.85,NaN,NaN
1819,261.53,65.00,NaN,NaN
1820,295.36,57.56,NaN,NaN
1821,285.42,59.56,NaN,NaN
1822,247.88,68.58,NaN,NaN
1823,260.52,65.25,NaN,NaN
1824,264.20,64.35,NaN,NaN
1825,247.95,68.56,NaN,NaN
1826,252.51,67.32,NaN,NaN
1827,261.23,65.08,NaN,NaN
1828,298.54,56.94,NaN,NaN
1829,240.41,70.71,NaN,NaN
1830,242.57,70.08,NaN,NaN
1831,232.21,73.21,NaN,NaN
1832,239.13,71.09,NaN,NaN
1833,281.83,60.32,NaN,NaN
1834,254.31,66.85,NaN,NaN
1835,238.63,71.24,NaN,NaN
1836,237.79,71.49,NaN,NaN
1837,237.05,71.72,NaN,NaN
1838,280.58,60.59,NaN,NaN
1839,228.35,74.45,NaN,NaN
1840,263.37,64.55,NaN,NaN
1841,247.48,68.69,NaN,NaN
1842,250.79,67.78,NaN,NaN
1843,250.99,67.73,NaN,NaN
1844,273.20,62.22,NaN,NaN
1845,236.28,71.95,NaN,NaN
1846,231.63,73.39,NaN,NaN
1847,235.08,72.31,NaN,NaN
1848,248.81,68.33,NaN,NaN
1849,256.21,66.35,NaN,NaN
1850,264.64,64.24,NaN,NaN
1851,222.17,76.52,NaN,NaN
1852,258.30,65.81,NaN,NaN
1853,219.45,77.47,NaN,NaN
1854,218.97,77.63,NaN,NaN
1855,238.56,71.26,NaN,NaN
1856,235.33,72.24,NaN,NaN
1857,280.37,60.63,NaN,NaN
1858,243.42,69.84,NaN,NaN
1859,212.07,80.16,NaN,NaN
1860,229.87,73.95,NaN,NaN
1861,228.73,74.32,NaN,NaN
1862,222.16,76.52,NaN,NaN
1863,235.27,72.26,NaN,NaN
1864,253.52,67.06,NaN,NaN
1865,234.88,72.38,NaN,NaN
1866,269.42,63.10,NaN,NaN
1867,240.80,70.60,NaN,NaN
1868,236.74,71.81,NaN,NaN
1869,251.19,67.68,NaN,NaN
1870,230.04,73.90,NaN,NaN
1871,249.23,68.21,NaN,NaN
1872,252.85,67.23,NaN,NaN
1873,272.73,62.33,NaN,NaN
1874,255.27,66.60,NaN,NaN
1875,211.08,80.54,NaN,NaN
1876,235.11,72.31,NaN,NaN
1877,229.41,74.10,NaN,NaN
1878,235.64,72.14,NaN,NaN
1879,271.78,62.55,NaN,NaN
1880,239.85,70.88,NaN,NaN
1881,231.98,73.28,NaN,NaN
1882,240.51,70.68,NaN,NaN
1883,232.60,73.09,NaN,NaN
1884,262.47,64.77,NaN,NaN
1885,246.97,68.83,NaN,NaN
1886,222.88,76.27,NaN,NaN
1887,263.40,64.54,NaN,NaN
1888,252.85,67.23,NaN,NaN
1889,255.76,66.47,NaN,NaN
1890,281.81,60.32,NaN,NaN
1891,244.85,69.43,NaN,NaN
1892,240.21,70.77,NaN,NaN
1893,272.80,62.32,NaN,NaN
1894,254.62,66.76,NaN,NaN
1895,309.05,55.01,NaN,NaN
1896,252.94,67.21,NaN,NaN
1897,237.29,71.64,NaN,NaN
1898,238.44,71.30,NaN,NaN
1899,228.04,74.55,NaN,NaN
1900,231.09,73.56,NaN,NaN
1901,260.97,65.14,NaN,NaN
1902,239.65,70.94,NaN,NaN
1903,210.65,80.70,NaN,NaN
1904,227.12,74.85,NaN,NaN
1905,234.41,72.52,NaN,NaN
1906,256.79,66.20,NaN,NaN
1907,242.88,69.99,NaN,NaN
1908,239.75,70.91,NaN,NaN
1909,240.22,70.77,NaN,NaN
1910,241.97,70.26,NaN,NaN
1911,278.98,60.94,NaN,NaN
1912,260.87,65.17,NaN,NaN
1913,264.04,64.38,NaN,NaN
1914,237.95,71.44,NaN,NaN
1915,226.01,75.22,NaN,NaN
1916,240.41,70.71,NaN,NaN
1917,252.78,67.25,NaN,NaN
1918,283.09,60.05,NaN,NaN
1919,251.72,67.54,NaN,NaN
1920,273.26,62.21,NaN,NaN
1921,238.17,71.38,NaN,NaN
1922,239.67,70.93,NaN,NaN
1923,224.27,75.80,NaN,NaN
1924,254.34,66.84,NaN,NaN
1925,233.74,72.73,NaN,NaN
1926,253.43,67.08,NaN,NaN
1927,229.93,73.93,NaN,NaN
1928,233.16,72.91,NaN,NaN
1929,232.37,73.16,NaN,NaN
1930,221.06,76.90,NaN,NaN
1931,248.31,68.46,NaN,NaN
1932,245.45,69.26,NaN,NaN
1933,220.41,77.13,NaN,NaN
1934,252.69,67.28,NaN,NaN
1935,267.78,63.49,NaN,NaN
1936,246.41,68.99,NaN,NaN
1937,260.01,65.38,NaN,NaN
1938,231.09,73.56,NaN,NaN
1939,254.44,66.81,NaN,NaN
1940,227.31,74.79,NaN,NaN
1941,252.36,67.36,NaN,NaN
1942,245.94,69.12,NaN,NaN
1943,226.48,75.06,NaN,NaN
1944,220.57,77.07,NaN,NaN
1945,237.53,71.57,NaN,NaN
1946,237.46,71.59,NaN,NaN
1947,229.12,74.20,NaN,NaN
1948,235.56,72.17,NaN,NaN
1949,229.83,73.97,NaN,NaN
1950,247.16,68.78,NaN,NaN
1951,240.33,70.74,NaN,NaN
1952,235.60,72.16,NaN,NaN
1953,264.15,64.36,NaN,NaN
1954,250.72,67.81,NaN,NaN
1955,247.84,68.59,NaN,NaN
1956,232.12,73.24,NaN,NaN
1957,242.49,70.11,NaN,NaN
1958,257.54,66.01,NaN,NaN
1959,236.62,71.85,NaN,NaN
1960,244.09,69.65,NaN,NaN
1961,233.51,72.80,NaN,NaN
1962,272.56,62.37,NaN,NaN
1963,237.83,71.48,NaN,NaN
1964,254.48,66.80,NaN,NaN
1965,229.53,74.07,NaN,NaN
1966,231.16,73.54,NaN,NaN
1967,208.22,81.64,NaN,NaN
1968,245.36,69.29,NaN,NaN
1969,219.50,77.45,NaN,NaN
1970,236.51,71.88,NaN,NaN
1971,234.90,72.37,NaN,NaN
1972,292.93,58.03,NaN,NaN
1973,216.77,78.42,NaN,NaN
1974,239.56,70.96,NaN,NaN
1975,240.97,70.55,NaN,NaN
1976,236.09,72.01,NaN,NaN
1977,240.73,70.62,NaN,NaN
1978,328.19,51.80,NaN,NaN
1979,233.87,72.69,NaN,NaN
1980,241.22,70.48,NaN,NaN
1981,234.24,72.58,NaN,NaN
1982,233.87,72.69,NaN,NaN
1983,247.37,68.72,NaN,NaN
1984,245.60,69.22,NaN,NaN
1985,240.74,70.62,NaN,NaN
1986,242.81,70.01,NaN,NaN
1987,247.51,68.68,NaN,NaN
1988,316.00,53.80,NaN,NaN
1989,233.19,72.90,NaN,NaN
1990,235.36,72.23,NaN,NaN
1991,230.81,73.65,NaN,NaN
1992,246.19,69.05,NaN,NaN
1993,243.47,69.82,NaN,NaN
1994,240.68,70.63,NaN,NaN
1995,247.90,68.58,NaN,NaN
1996,240.77,70.61,NaN,NaN
1997,236.31,71.94,NaN,NaN
1998,218.86,77.68,NaN,NaN
1999,227.03,74.88,NaN,NaN
2000,232.46,73.13,NaN,NaN
2001,204.58,83.10,NaN,NaN
2002,229.73,74.00,NaN,NaN
2003,274.13,62.01,NaN,NaN
2004,229.43,74.10,NaN,NaN
2005,270.22,62.91,NaN,NaN
2006,262.73,64.70,NaN,NaN
2007,254.46,66.81,NaN,NaN
2008,233.82,72.71,NaN,NaN
2009,237.13,71.69,NaN,NaN
2010,266.80,63.72,NaN,NaN
2011,274.32,61.97,NaN,NaN
2012,237.98,71.44,NaN,NaN
2013,251.82,67.51,NaN,NaN
2014,217.38,78.20,NaN,NaN
2015,319.81,53.16,NaN,NaN
2016,235.33,72.24,NaN,NaN
2017,219.29,77.52,NaN,NaN
2018,213.32,79.69,NaN,NaN
2019,256.16,66.36,NaN,NaN
2020,240.98,70.54,NaN,NaN
2021,255.26,66.60,NaN,NaN
2022,269.83,63.00,NaN,NaN
2023,293.01,58.02,NaN,NaN
2024,254.56,66.78,NaN,NaN
2025,228.80,74.30,NaN,NaN
2026,287.31,59.17,NaN,NaN
2027,259.34,65.55,NaN,NaN
2028,315.25,53.93,NaN,NaN
2029,287.33,59.17,NaN,NaN
2030,307.90,55.21,NaN,NaN
2031,278.80,60.97,NaN,NaN
2032,279.85,60.75,NaN,NaN
2033,264.05,64.38,NaN,NaN
2034,271.31,62.66,NaN,NaN
2035,233.29,72.87,NaN,NaN
2036,240.34,70.73,NaN,NaN
2037,226.30,75.12,NaN,NaN
2038,258.68,65.72,NaN,NaN
2039,290.28,58.56,NaN,NaN
2040,271.25,62.67,NaN,NaN
2041,223.27,76.14,NaN,NaN
2042,247.30,68.74,NaN,NaN
2043,238.19,71.37,NaN,NaN
2044,249.59,68.11,NaN,NaN
2045,235.33,72.24,NaN,NaN
2046,253.21,67.14,NaN,NaN
2047,227.33,74.78,NaN,NaN
2048,244.03,69.66,NaN,NaN
2049,364.77,46.61,NaN,NaN
2050,248.86,68.31,NaN,NaN
2051,223.59,76.03,NaN,NaN
2052,242.59,70.08,NaN,NaN
2053,261.37,65.04,NaN,NaN
2054,222.54,76.39,NaN,NaN
2055,242.78,70.02,NaN,NaN
2056,233.36,72.85,NaN,NaN
2057,234.62,72.46,NaN,NaN
2058,225.93,75.24,NaN,NaN
2059,249.17,68.23,NaN,NaN
2060,247.32,68.74,NaN,NaN
2061,242.13,70.21,NaN,NaN
2062,225.50,75.39,NaN,NaN
2063,245.68,69.20,NaN,NaN
2064,234.25,72.57,NaN,NaN
2065,275.12,61.79,NaN,NaN
2066,248.97,68.28,NaN,NaN
2067,234.91,72.37,NaN,NaN
2068,255.97,66.41,NaN,NaN
2069,261.48,65.01,NaN,NaN
2070,223.00,76.23,NaN,NaN
2071,248.83,68.32,NaN,NaN
2072,284.15,59.83,NaN,NaN
2073,299.49,56.76,NaN,NaN
2074,249.19,68.22,NaN,NaN
2075,235.38,72.23,NaN,NaN
2076,268.58,63.30,NaN,NaN
2077,238.70,71.22,NaN,NaN
2078,224.94,75.58,NaN,NaN
2079,290.20,58.58,NaN,NaN
2080,246.99,68.83,NaN,NaN
2081,243.09,69.93,NaN,NaN
2082,226.36,75.10,NaN,NaN
2083,225.98,75.23,NaN,NaN
2084,261.77,64.94,NaN,NaN
2085,259.45,65.52,NaN,NaN
2086,234.36,72.54,NaN,NaN
2087,246.27,69.03,NaN,NaN
2088,233.80,72.71,NaN,NaN
2089,218.44,77.82,NaN,NaN
2090,229.06,74.22,NaN,NaN
2091,228.17,74.51,NaN,NaN
2092,223.31,76.13,NaN,NaN
2093,255.63,66.50,NaN,NaN
2094,266.89,63.70,NaN,NaN
2095,256.45,66.29,NaN,NaN
2096,267.06,63.66,NaN,NaN
2097,243.06,69.94,NaN,NaN
2098,237.96,71.44,NaN,NaN
2099,347.79,48.88,NaN,NaN
2100,233.10,72.93,NaN,NaN
2101,247.39,68.72,NaN,NaN
2102,238.52,71.27,NaN,NaN
2103,259.52,65.50,NaN,NaN
2104,276.61,61.46,NaN,NaN
2105,231.84,73.32,NaN,NaN
2106,228.03,74.55,NaN,NaN
2107,241.08,70.52,NaN,NaN
2108,262.28,64.82,NaN,NaN
2109,236.97,71.74,NaN,NaN
2110,255.43,66.55,NaN,NaN
2111,240.25,70.76,NaN,NaN
2112,228.90,74.27,NaN,NaN
2113,281.52,60.39,NaN,NaN
2114,246.04,69.09,NaN,NaN
2115,270.40,62.87,NaN,NaN
2116,254.13,66.89,NaN,NaN
2117,268.82,63.24,NaN,NaN
2118,234.71,72.43,NaN,NaN
2119,218.20,77.91,NaN,NaN
2120,265.23,64.10,NaN,NaN
2121,249.67,68.09,NaN,NaN
2122,250.36,67.90,NaN,NaN
2123,230.60,73.72,NaN,NaN
2124,239.36,71.02,NaN,NaN
2125,249.55,68.12,NaN,NaN
2126,232.89,73.00,NaN,NaN
2127,225.87,75.27,NaN,NaN
2128,222.02,76.57,NaN,NaN
2129,224.66,75.67,NaN,NaN
2130,236.25,71.96,NaN,NaN
2131,253.47,67.07,NaN,NaN
2132,254.67,66.75,NaN,NaN
2133,244.59,69.50,NaN,NaN
2134,213.42,79.65,NaN,NaN
2135,227.03,74.88,NaN,NaN
2136,237.32,71.63,NaN,NaN
2137,248.52,68.41,NaN,NaN
2138,233.12,72.92,NaN,NaN
2139,231.33,73.49,NaN,NaN
2140,292.55,58.11,NaN,NaN
2141,266.11,63.88,NaN,NaN
2142,226.90,74.92,NaN,NaN
2143,252.81,67.24,NaN,NaN
2144,253.95,66.94,NaN,NaN
2145,238.82,71.18,NaN,NaN
2146,259.56,65.50,NaN,NaN
2147,234.53,72.48,NaN,NaN
2148,237.43,71.60,NaN,NaN
2149,242.30,70.16,NaN,NaN
2150,244.58,69.51,NaN,NaN
2151,330.45,51.45,NaN,NaN
2152,239.09,71.10,NaN,NaN
2153,277.26,61.31,NaN,NaN
2154,250.32,67.91,NaN,NaN
2155,221.30,76.82,NaN,NaN
2156,303.30,56.05,NaN,NaN
2157,288.11,59.01,NaN,NaN
2158,243.56,69.80,NaN,NaN
2159,237.20,71.67,NaN,NaN
2160,226.07,75.20,NaN,NaN
2161,237.73,71.51,NaN,NaN
2162,259.69,65.46,NaN,NaN
2163,277.95,61.16,NaN,NaN
2164,246.74,68.90,NaN,NaN
2165,259.74,65.45,NaN,NaN
2166,257.51,66.02,NaN,NaN
2167,227.79,74.63,NaN,NaN
2168,234.32,72.55,NaN,NaN
2169,253.46,67.07,NaN,NaN
2170,283.89,59.88,NaN,NaN
2171,249.81,68.05,NaN,NaN
2172,259.09,65.61,NaN,NaN
2173,242.78,70.02,NaN,NaN
2174,271.40,62.64,NaN,NaN
2175,253.97,66.94,NaN,NaN
2176,216.07,78.68,NaN,NaN
2177,237.08,71.70,NaN,NaN
2178,223.79,75.96,NaN,NaN
2179,242.84,70.00,NaN,NaN
2180,244.64,69.49,NaN,NaN
2181,228.83,74.29,NaN,NaN
2182,242.11,70.21,NaN,NaN
2183,253.91,66.95,NaN,NaN
2184,246.76,68.89,NaN,NaN
2185,264.05,64.38,NaN,NaN
2186,251.59,67.57,NaN,NaN
2187,257.45,66.03,NaN,NaN
2188,247.41,68.71,NaN,NaN
2189,253.60,67.03,NaN,NaN
2190,305.42,55.66,NaN,NaN
2191,229.28,74.14,NaN,NaN
2192,250.96,67.74,NaN,NaN
2193,251.18,67.68,NaN,NaN
2194,253.35,67.10,NaN,NaN
2195,247.57,68.67,NaN,NaN
2196,258.94,65.65,NaN,NaN
2197,280.58,60.59,NaN,NaN
2198,262.49,64.76,NaN,NaN
2199,257.78,65.95,NaN,NaN
2200,238.46,71.29,NaN,NaN
2201,231.65,73.39,NaN,NaN
2202,241.77,70.32,NaN,NaN
2203,236.15,71.99,NaN,NaN
2204,236.93,71.75,NaN,NaN
2205,237.73,71.51,NaN,NaN
2206,241.13,70.50,NaN,NaN
2207,247.42,68.71,NaN,NaN
2208,245.97,69.11,NaN,NaN
2209,251.80,67.51,NaN,NaN
2210,229.17,74.18,NaN,NaN
2211,228.36,74.44,NaN,NaN
2212,230.14,73.87,NaN,NaN
2213,242.05,70.23,NaN,NaN
2214,229.18,74.18,NaN,NaN
2215,289.40,58.74,NaN,NaN
2216,237.75,71.50,NaN,NaN
2217,243.96,69.68,NaN,NaN
2218,238.47,71.29,NaN,NaN
2219,342.01,49.71,NaN,NaN
2220,260.59,65.24,NaN,NaN
2221,245.87,69.14,NaN,NaN
2222,219.67,77.39,NaN,NaN
2223,241.59,70.37,NaN,NaN
2224,224.87,75.60,NaN,NaN
2225,263.04,64.63,NaN,NaN
2226,258.49,65.77,NaN,NaN
2227,242.00,70.25,NaN,NaN
2228,249.28,68.20,NaN,NaN
2229,234.51,72.49,NaN,NaN
2230,266.59,63.77,NaN,NaN
2231,262.22,64.83,NaN,NaN
2232,244.16,69.63,NaN,NaN
2233,246.66,68.92,NaN,NaN
2234,252.24,67.40,NaN,NaN
2235,230.78,73.66,NaN,NaN
2236,257.27,66.08,NaN,NaN
2237,250.11,67.97,NaN,NaN
2238,218.94,77.65,NaN,NaN
2239,231.79,73.34,NaN,NaN
2240,240.86,70.58,NaN,NaN
2241,236.61,71.85,NaN,NaN
2242,227.91,74.59,NaN,NaN
2243,235.32,72.24,NaN,NaN
2244,230.61,73.72,NaN,NaN
2245,234.06,72.63,NaN,NaN
2246,239.33,71.03,NaN,NaN
2247,228.00,74.56,NaN,NaN
2248,230.02,73.91,NaN,NaN
2249,229.23,74.16,NaN,NaN
2250,259.69,65.46,NaN,NaN
2251,252.03,67.45,NaN,NaN
2252,237.37,71.62,NaN,NaN
2253,258.04,65.88,NaN,NaN
2254,260.79,65.19,NaN,NaN
2255,254.39,66.83,NaN,NaN
2256,248.68,68.36,NaN,NaN
2257,267.68,63.51,NaN,NaN
2258,263.05,64.63,NaN,NaN
