run#,time,req/s,cpu,mem
0,662.85,25.65,NaN,NaN
1,263.59,64.50,NaN,NaN
2,259.26,65.57,NaN,NaN
3,245.19,69.33,NaN,NaN
4,236.14,71.99,NaN,NaN
5,253.20,67.14,NaN,NaN
6,240.41,70.71,NaN,NaN
7,227.64,74.68,NaN,NaN
8,254.52,66.79,NaN,NaN
9,228.28,74.47,NaN,NaN
10,263.59,64.49,NaN,NaN
11,258.03,65.88,NaN,NaN
12,232.76,73.04,NaN,NaN
13,230.79,73.66,NaN,NaN
14,256.52,66.27,NaN,NaN
15,238.59,71.25,NaN,NaN
16,243.47,69.82,NaN,NaN
17,220.83,76.98,NaN,NaN
18,270.28,62.90,NaN,NaN
19,252.23,67.40,NaN,NaN
20,248.81,68.33,NaN,NaN
21,244.33,69.58,NaN,NaN
22,240.74,70.62,NaN,NaN
23,258.44,65.78,NaN,NaN
24,288.72,58.88,NaN,NaN
25,230.27,73.83,NaN,NaN
26,241.86,70.29,NaN,NaN
27,233.92,72.67,NaN,NaN
28,234.93,72.36,NaN,NaN
29,233.92,72.67,NaN,NaN
30,217.04,78.33,NaN,NaN
31,259.07,65.62,NaN,NaN
32,242.16,70.20,NaN,NaN
33,227.30,74.79,NaN,NaN
34,226.92,74.92,NaN,NaN
35,229.35,74.12,NaN,NaN
36,256.11,66.38,NaN,NaN
37,257.37,66.05,NaN,NaN
38,247.49,68.69,NaN,NaN
39,245.34,69.29,NaN,NaN
40,229.40,74.11,NaN,NaN
41,221.05,76.91,NaN,NaN
42,245.94,69.12,NaN,NaN
43,249.90,68.03,NaN,NaN
44,250.21,67.94,NaN,NaN
45,214.89,79.11,NaN,NaN
46,277.16,61.34,NaN,NaN
47,325.31,52.26,NaN,NaN
48,285.61,59.52,NaN,NaN
49,227.21,74.82,NaN,NaN
50,259.48,65.51,NaN,NaN
51,245.72,69.19,NaN,NaN
52,264.83,64.19,NaN,NaN
53,244.97,69.40,NaN,NaN
54,244.52,69.52,NaN,NaN
55,251.46,67.60,NaN,NaN
56,244.22,69.61,NaN,NaN
57,229.39,74.11,NaN,NaN
58,258.14,65.85,NaN,NaN
59,251.07,67.71,NaN,NaN
60,264.21,64.34,NaN,NaN
61,256.58,66.26,NaN,NaN
62,229.80,73.98,NaN,NaN
63,242.29,70.16,NaN,NaN
64,212.74,79.91,NaN,NaN
65,218.14,77.93,NaN,NaN
66,255.45,66.55,NaN,NaN
67,255.43,66.55,NaN,NaN
68,240.54,70.67,NaN,NaN
69,265.87,63.94,NaN,NaN
70,249.44,68.15,NaN,NaN
71,298.63,56.93,NaN,NaN
72,252.39,67.36,NaN,NaN
73,263.21,64.59,NaN,NaN
74,223.20,76.16,NaN,NaN
75,230.27,73.83,NaN,NaN
76,236.96,71.74,NaN,NaN
77,234.85,72.39,NaN,NaN
78,234.14,72.61,NaN,NaN
79,238.34,71.33,NaN,NaN
80,222.60,76.37,NaN,NaN
81,227.75,74.64,NaN,NaN
82,237.18,71.68,NaN,NaN
83,300.46,56.58,NaN,NaN
84,280.21,60.67,NaN,NaN
85,249.64,68.10,NaN,NaN
86,267.93,63.45,NaN,NaN
87,259.67,65.47,NaN,NaN
88,284.92,59.66,NaN,NaN
89,237.81,71.49,NaN,NaN
90,227.99,74.56,NaN,NaN
91,282.39,60.20,NaN,NaN
92,288.49,58.93,NaN,NaN
93,285.47,59.55,NaN,NaN
94,245.12,69.35,NaN,NaN
95,283.74,59.91,NaN,NaN
96,228.99,74.24,NaN,NaN
97,247.15,68.78,NaN,NaN
98,244.74,69.46,NaN,NaN
99,234.58,72.47,NaN,NaN
100,254.49,66.80,NaN,NaN
101,285.12,59.62,NaN,NaN
102,284.57,59.74,NaN,NaN
103,235.75,72.11,NaN,NaN
104,228.71,74.33,NaN,NaN
105,255.10,66.64,NaN,NaN
106,245.33,69.30,NaN,NaN
107,231.47,73.44,NaN,NaN
108,243.74,69.75,NaN,NaN
109,246.38,69.00,NaN,NaN
110,236.15,71.99,NaN,NaN
111,225.32,75.45,NaN,NaN
112,216.79,78.42,NaN,NaN
113,266.97,63.68,NaN,NaN
114,255.68,66.49,NaN,NaN
115,269.99,62.96,NaN,NaN
116,228.91,74.27,NaN,NaN
117,240.41,70.71,NaN,NaN
118,215.05,79.05,NaN,NaN
119,225.90,75.26,NaN,NaN
120,234.98,72.35,NaN,NaN
121,233.13,72.92,NaN,NaN
122,235.89,72.07,NaN,NaN
123,231.61,73.40,NaN,NaN
124,230.48,73.76,NaN,NaN
125,262.48,64.77,NaN,NaN
126,233.61,72.77,NaN,NaN
127,265.73,63.97,NaN,NaN
128,246.42,68.99,NaN,NaN
129,231.85,73.32,NaN,NaN
130,223.37,76.11,NaN,NaN
131,219.01,77.62,NaN,NaN
132,223.73,75.99,NaN,NaN
133,268.80,63.24,NaN,NaN
134,323.03,52.63,NaN,NaN
135,255.64,66.50,NaN,NaN
136,221.66,76.69,NaN,NaN
137,243.36,69.85,NaN,NaN
138,244.03,69.66,NaN,NaN
139,261.00,65.13,NaN,NaN
140,262.89,64.67,NaN,NaN
141,239.30,71.04,NaN,NaN
142,282.30,60.22,NaN,NaN
143,261.69,64.96,NaN,NaN
144,277.88,61.18,NaN,NaN
145,287.22,59.19,NaN,NaN
146,284.46,59.76,NaN,NaN
147,227.09,74.86,NaN,NaN
148,256.32,66.32,NaN,NaN
149,246.73,68.90,NaN,NaN
150,236.93,71.75,NaN,NaN
151,229.16,74.18,NaN,NaN
152,220.39,77.13,NaN,NaN
153,223.36,76.11,NaN,NaN
154,219.81,77.34,NaN,NaN
155,218.11,77.94,NaN,NaN
156,258.76,65.70,NaN,NaN
157,229.17,74.18,NaN,NaN
158,235.56,72.17,NaN,NaN
159,245.90,69.13,NaN,NaN
160,263.58,64.50,NaN,NaN
161,270.53,62.84,NaN,NaN
162,258.66,65.72,NaN,NaN
163,245.99,69.11,NaN,NaN
164,236.48,71.89,NaN,NaN
165,253.44,67.08,NaN,NaN
166,211.38,80.43,NaN,NaN
167,250.89,67.76,NaN,NaN
168,221.79,76.65,NaN,NaN
169,242.85,70.00,NaN,NaN
170,264.73,64.22,NaN,NaN
171,242.10,70.22,NaN,NaN
172,250.97,67.74,NaN,NaN
173,219.98,77.28,NaN,NaN
174,221.90,76.61,NaN,NaN
175,235.42,72.21,NaN,NaN
176,221.20,76.85,NaN,NaN
177,224.67,75.67,NaN,NaN
178,222.48,76.41,NaN,NaN
179,231.82,73.33,NaN,NaN
180,233.09,72.93,NaN,NaN
181,221.65,76.70,NaN,NaN
182,225.85,75.27,NaN,NaN
183,230.30,73.82,NaN,NaN
184,283.82,59.90,NaN,NaN
185,247.45,68.70,NaN,NaN
186,232.26,73.19,NaN,NaN
187,239.19,71.07,NaN,NaN
188,232.71,73.05,NaN,NaN
189,228.93,74.26,NaN,NaN
190,261.70,64.96,NaN,NaN
191,256.13,66.37,NaN,NaN
192,229.11,74.20,NaN,NaN
193,230.83,73.65,NaN,NaN
194,250.75,67.80,NaN,NaN
195,214.26,79.34,NaN,NaN
196,255.45,66.55,NaN,NaN
197,218.49,77.81,NaN,NaN
198,227.65,74.68,NaN,NaN
199,198.18,85.78,NaN,NaN
200,217.51,78.16,NaN,NaN
201,234.12,72.61,NaN,NaN
202,215.42,78.91,NaN,NaN
203,252.81,67.24,NaN,NaN
204,219.51,77.45,NaN,NaN
205,232.31,73.18,NaN,NaN
206,252.83,67.24,NaN,NaN
207,263.82,64.44,NaN,NaN
208,239.20,71.07,NaN,NaN
209,231.76,73.35,NaN,NaN
210,253.02,67.19,NaN,NaN
211,220.14,77.22,NaN,NaN
212,221.56,76.73,NaN,NaN
213,251.51,67.59,NaN,NaN
214,228.44,74.42,NaN,NaN
215,229.67,74.02,NaN,NaN
216,212.87,79.86,NaN,NaN
217,225.40,75.42,NaN,NaN
218,235.38,72.22,NaN,NaN
219,228.02,74.55,NaN,NaN
220,228.71,74.33,NaN,NaN
221,237.99,71.43,NaN,NaN
222,239.86,70.88,NaN,NaN
223,237.32,71.63,NaN,NaN
224,223.84,75.95,NaN,NaN
225,250.73,67.80,NaN,NaN
226,221.96,76.59,NaN,NaN
227,253.71,67.01,NaN,NaN
228,224.49,75.73,NaN,NaN
229,238.05,71.41,NaN,NaN
230,250.33,67.91,NaN,NaN
231,264.72,64.22,NaN,NaN
232,245.41,69.27,NaN,NaN
233,247.33,68.73,NaN,NaN
234,230.78,73.66,NaN,NaN
235,228.75,74.32,NaN,NaN
236,246.91,68.85,NaN,NaN
237,265.23,64.10,NaN,NaN
238,236.52,71.88,NaN,NaN
239,229.39,74.11,NaN,NaN
240,229.52,74.07,NaN,NaN
241,234.79,72.41,NaN,NaN
242,229.89,73.95,NaN,NaN
243,241.16,70.49,NaN,NaN
244,227.57,74.70,NaN,NaN
245,206.68,82.25,NaN,NaN
246,213.85,79.49,NaN,NaN
247,247.56,68.67,NaN,NaN
248,242.22,70.18,NaN,NaN
249,227.53,74.72,NaN,NaN
250,243.94,69.69,NaN,NaN
251,247.10,68.80,NaN,NaN
252,229.51,74.07,NaN,NaN
253,248.26,68.48,NaN,NaN
254,276.61,61.46,NaN,NaN
255,285.74,59.49,NaN,NaN
256,270.11,62.94,NaN,NaN
257,261.30,65.06,NaN,NaN
258,229.58,74.05,NaN,NaN
259,241.90,70.28,NaN,NaN
260,228.42,74.42,NaN,NaN
261,225.44,75.41,NaN,NaN
262,202.84,83.81,NaN,NaN
263,226.96,74.90,NaN,NaN
264,229.26,74.15,NaN,NaN
265,261.56,64.99,NaN,NaN
266,329.61,51.58,NaN,NaN
267,235.48,72.19,NaN,NaN
268,236.49,71.88,NaN,NaN
269,257.00,66.15,NaN,NaN
270,239.01,71.13,NaN,NaN
271,231.79,73.34,NaN,NaN
272,250.80,67.78,NaN,NaN
273,241.14,70.50,NaN,NaN
274,245.05,69.37,NaN,NaN
275,256.86,66.18,NaN,NaN
276,218.78,77.70,NaN,NaN
277,331.32,51.31,NaN,NaN
278,252.28,67.39,NaN,NaN
279,246.25,69.04,NaN,NaN
280,225.46,75.40,NaN,NaN
281,236.21,71.97,NaN,NaN
282,227.39,74.76,NaN,NaN
283,230.38,73.79,NaN,NaN
284,223.15,76.18,NaN,NaN
285,227.48,74.73,NaN,NaN
286,243.08,69.93,NaN,NaN
287,223.84,75.95,NaN,NaN
288,227.31,74.79,NaN,NaN
289,236.30,71.94,NaN,NaN
290,233.29,72.87,NaN,NaN
291,246.14,69.07,NaN,NaN
292,219.28,77.53,NaN,NaN
293,266.14,63.88,NaN,NaN
294,247.18,68.78,NaN,NaN
295,253.96,66.94,NaN,NaN
296,228.18,74.50,NaN,NaN
297,249.45,68.15,NaN,NaN
298,234.31,72.55,NaN,NaN
299,250.63,67.83,NaN,NaN
300,255.58,66.52,NaN,NaN
301,282.04,60.27,NaN,NaN
302,267.57,63.53,NaN,NaN
303,253.08,67.17,NaN,NaN
304,251.57,67.57,NaN,NaN
305,248.47,68.42,NaN,NaN
306,299.29,56.80,NaN,NaN
307,254.38,66.83,NaN,NaN
308,253.34,67.10,NaN,NaN
309,260.93,65.15,NaN,NaN
310,247.56,68.67,NaN,NaN
311,250.86,67.77,NaN,NaN
312,269.23,63.14,NaN,NaN
313,241.96,70.26,NaN,NaN
314,223.49,76.07,NaN,NaN
315,258.05,65.88,NaN,NaN
316,242.56,70.09,NaN,NaN
317,251.22,67.67,NaN,NaN
318,219.91,77.30,NaN,NaN
319,224.82,75.62,NaN,NaN
320,245.96,69.12,NaN,NaN
321,247.27,68.75,NaN,NaN
322,250.89,67.76,NaN,NaN
323,271.20,62.68,NaN,NaN
324,251.00,67.73,NaN,NaN
325,257.59,66.00,NaN,NaN
326,229.69,74.01,NaN,NaN
327,217.55,78.14,NaN,NaN
328,260.31,65.31,NaN,NaN
329,216.54,78.51,NaN,NaN
330,229.82,73.97,NaN,NaN
331,238.12,71.39,NaN,NaN
332,235.82,72.09,NaN,NaN
333,235.91,72.06,NaN,NaN
334,239.37,71.02,NaN,NaN
335,255.91,66.43,NaN,NaN
336,253.57,67.04,NaN,NaN
337,226.23,75.15,NaN,NaN
338,229.61,74.04,NaN,NaN
339,248.56,68.39,NaN,NaN
340,258.23,65.83,NaN,NaN
341,271.76,62.55,NaN,NaN
342,234.94,72.36,NaN,NaN
343,236.11,72.00,NaN,NaN
344,226.70,74.99,NaN,NaN
345,274.25,61.99,NaN,NaN
346,239.24,71.06,NaN,NaN
347,275.11,61.79,NaN,NaN
348,292.43,58.13,NaN,NaN
349,252.60,67.30,NaN,NaN
350,254.17,66.88,NaN,NaN
351,241.00,70.54,NaN,NaN
352,263.13,64.61,NaN,NaN
353,206.58,82.29,NaN,NaN
354,238.76,71.20,NaN,NaN
355,239.99,70.84,NaN,NaN
356,245.68,69.20,NaN,NaN
357,233.99,72.65,NaN,NaN
358,248.39,68.44,NaN,NaN
359,264.79,64.20,NaN,NaN
360,225.50,75.39,NaN,NaN
361,262.05,64.87,NaN,NaN
362,240.28,70.75,NaN,NaN
363,393.71,43.18,NaN,NaN
364,223.39,76.10,NaN,NaN
365,224.20,75.83,NaN,NaN
366,238.09,71.40,NaN,NaN
367,271.38,62.64,NaN,NaN
368,240.29,70.75,NaN,NaN
369,282.33,60.21,NaN,NaN
370,254.12,66.90,NaN,NaN
371,277.90,61.17,NaN,NaN
372,214.73,79.17,NaN,NaN
373,227.69,74.66,NaN,NaN
374,227.06,74.87,NaN,NaN
375,245.72,69.18,NaN,NaN
376,245.79,69.17,NaN,NaN
377,337.98,50.30,NaN,NaN
378,239.06,71.11,NaN,NaN
379,217.72,78.08,NaN,NaN
380,224.65,75.67,NaN,NaN
381,280.08,60.70,NaN,NaN
382,237.19,71.67,NaN,NaN
383,216.17,78.64,NaN,NaN
384,218.08,77.95,NaN,NaN
385,212.57,79.97,NaN,NaN
386,226.27,75.13,NaN,NaN
387,214.52,79.25,NaN,NaN
388,228.82,74.29,NaN,NaN
389,293.22,57.98,NaN,NaN
390,244.89,69.42,NaN,NaN
391,245.88,69.14,NaN,NaN
392,246.48,68.97,NaN,NaN
393,272.27,62.44,NaN,NaN
394,228.49,74.40,NaN,NaN
395,211.86,80.24,NaN,NaN
396,251.42,67.62,NaN,NaN
397,229.73,74.00,NaN,NaN
398,237.81,71.48,NaN,NaN
399,238.90,71.16,NaN,NaN
400,245.39,69.28,NaN,NaN
401,233.63,72.76,NaN,NaN
402,241.01,70.54,NaN,NaN
403,267.53,63.54,NaN,NaN
404,271.30,62.66,NaN,NaN
405,261.66,64.97,NaN,NaN
406,237.96,71.44,NaN,NaN
407,270.92,62.75,NaN,NaN
408,240.53,70.68,NaN,NaN
409,245.53,69.24,NaN,NaN
410,265.44,64.04,NaN,NaN
411,218.72,77.72,NaN,NaN
412,215.23,78.99,NaN,NaN
413,283.23,60.02,NaN,NaN
414,241.97,70.26,NaN,NaN
415,247.15,68.78,NaN,NaN
416,243.01,69.96,NaN,NaN
417,295.81,57.47,NaN,NaN
418,238.92,71.15,NaN,NaN
419,246.41,68.99,NaN,NaN
420,265.61,64.00,NaN,NaN
421,216.15,78.65,NaN,NaN
422,248.75,68.34,NaN,NaN
423,219.00,77.63,NaN,NaN
424,231.69,73.37,NaN,NaN
425,252.19,67.41,NaN,NaN
426,254.11,66.90,NaN,NaN
427,246.73,68.90,NaN,NaN
428,236.26,71.95,NaN,NaN
429,277.65,61.23,NaN,NaN
430,224.88,75.60,NaN,NaN
431,284.38,59.78,NaN,NaN
432,231.12,73.55,NaN,NaN
433,234.35,72.54,NaN,NaN
434,228.12,74.52,NaN,NaN
435,267.12,63.64,NaN,NaN
436,249.44,68.15,NaN,NaN
437,296.62,57.31,NaN,NaN
438,246.95,68.84,NaN,NaN
439,269.02,63.19,NaN,NaN
440,234.74,72.42,NaN,NaN
441,211.17,80.51,NaN,NaN
442,220.75,77.01,NaN,NaN
443,235.61,72.15,NaN,NaN
444,238.44,71.30,NaN,NaN
445,248.37,68.45,NaN,NaN
446,229.03,74.23,NaN,NaN
447,228.68,74.34,NaN,NaN
448,252.42,67.35,NaN,NaN
449,240.20,70.78,NaN,NaN
450,295.74,57.48,NaN,NaN
451,219.14,77.58,NaN,NaN
452,233.88,72.69,NaN,NaN
453,220.58,77.07,NaN,NaN
454,217.88,78.03,NaN,NaN
455,249.51,68.13,NaN,NaN
456,257.43,66.04,NaN,NaN
457,232.69,73.06,NaN,NaN
458,227.04,74.88,NaN,NaN
459,244.67,69.48,NaN,NaN
460,279.33,60.86,NaN,NaN
461,234.23,72.58,NaN,NaN
462,240.27,70.75,NaN,NaN
463,246.18,69.05,NaN,NaN
464,246.83,68.87,NaN,NaN
465,228.06,74.54,NaN,NaN
466,237.79,71.49,NaN,NaN
467,251.30,67.65,NaN,NaN
468,240.90,70.57,NaN,NaN
469,238.82,71.18,NaN,NaN
470,232.40,73.15,NaN,NaN
471,220.02,77.27,NaN,NaN
472,225.35,75.44,NaN,NaN
473,235.23,72.27,NaN,NaN
474,248.17,68.50,NaN,NaN
475,245.67,69.20,NaN,NaN
476,273.30,62.20,NaN,NaN
477,342.59,49.62,NaN,NaN
478,257.60,65.99,NaN,NaN
479,227.21,74.82,NaN,NaN
480,233.58,72.78,NaN,NaN
481,252.55,67.31,NaN,NaN
482,233.37,72.85,NaN,NaN
483,241.68,70.34,NaN,NaN
484,254.64,66.76,NaN,NaN
485,244.36,69.57,NaN,NaN
486,227.14,74.84,NaN,NaN
487,245.09,69.36,NaN,NaN
488,258.91,65.66,NaN,NaN
489,230.07,73.89,NaN,NaN
490,245.24,69.32,NaN,NaN
491,259.08,65.62,NaN,NaN
492,252.76,67.26,NaN,NaN
493,291.49,58.32,NaN,NaN
494,227.54,74.71,NaN,NaN
495,230.50,73.75,NaN,NaN
496,357.38,47.57,NaN,NaN
497,237.82,71.48,NaN,NaN
498,260.89,65.16,NaN,NaN
499,240.58,70.66,NaN,NaN
500,240.25,70.76,NaN,NaN
501,232.90,72.99,NaN,NaN
502,238.96,71.14,NaN,NaN
503,252.55,67.31,NaN,NaN
504,225.34,75.44,NaN,NaN
505,267.21,63.62,NaN,NaN
506,229.43,74.10,NaN,NaN
507,263.81,64.44,NaN,NaN
508,253.22,67.13,NaN,NaN
509,264.09,64.37,NaN,NaN
510,246.90,68.85,NaN,NaN
511,241.84,70.30,NaN,NaN
512,235.75,72.11,NaN,NaN
513,231.51,73.43,NaN,NaN
514,240.92,70.56,NaN,NaN
515,231.36,73.48,NaN,NaN
516,233.94,72.67,NaN,NaN
517,239.67,70.93,NaN,NaN
518,238.97,71.14,NaN,NaN
519,256.12,66.37,NaN,NaN
520,258.80,65.69,NaN,NaN
521,260.28,65.31,NaN,NaN
522,223.81,75.96,NaN,NaN
523,240.98,70.55,NaN,NaN
524,215.43,78.91,NaN,NaN
525,261.00,65.13,NaN,NaN
526,236.02,72.03,NaN,NaN
527,309.52,54.92,NaN,NaN
528,257.34,66.06,NaN,NaN
529,233.74,72.73,NaN,NaN
530,256.92,66.17,NaN,NaN
531,277.88,61.18,NaN,NaN
532,248.64,68.37,NaN,NaN
533,230.11,73.88,NaN,NaN
534,251.61,67.57,NaN,NaN
535,223.66,76.01,NaN,NaN
536,242.24,70.18,NaN,NaN
537,247.98,68.55,NaN,NaN
538,254.28,66.86,NaN,NaN
539,238.63,71.24,NaN,NaN
540,232.69,73.06,NaN,NaN
541,237.59,71.55,NaN,NaN
542,274.10,62.02,NaN,NaN
543,228.39,74.43,NaN,NaN
544,264.37,64.30,NaN,NaN
545,250.81,67.78,NaN,NaN
546,282.53,60.17,NaN,NaN
547,237.05,71.72,NaN,NaN
548,268.33,63.36,NaN,NaN
549,274.36,61.96,NaN,NaN
550,275.79,61.64,NaN,NaN
551,250.67,67.82,NaN,NaN
552,249.60,68.11,NaN,NaN
553,276.46,61.49,NaN,NaN
554,252.48,67.33,NaN,NaN
555,239.98,70.84,NaN,NaN
556,226.13,75.18,NaN,NaN
557,262.71,64.71,NaN,NaN
558,214.34,79.31,NaN,NaN
559,250.41,67.89,NaN,NaN
560,232.70,73.06,NaN,NaN
561,214.40,79.29,NaN,NaN
562,226.92,74.92,NaN,NaN
563,226.81,74.95,NaN,NaN
564,235.66,72.14,NaN,NaN
565,212.15,80.13,NaN,NaN
566,243.64,69.77,NaN,NaN
567,236.26,71.95,NaN,NaN
568,225.13,75.51,NaN,NaN
569,209.50,81.15,NaN,NaN
570,241.05,70.52,NaN,NaN
571,231.67,73.38,NaN,NaN
572,255.77,66.47,NaN,NaN
573,241.68,70.34,NaN,NaN
574,224.37,75.77,NaN,NaN
575,260.30,65.31,NaN,NaN
576,256.06,66.39,NaN,NaN
577,271.30,62.66,NaN,NaN
578,232.88,73.00,NaN,NaN
579,220.17,77.21,NaN,NaN
580,216.11,78.66,NaN,NaN
581,261.28,65.06,NaN,NaN
582,257.94,65.91,NaN,NaN
583,241.67,70.34,NaN,NaN
584,302.93,56.12,NaN,NaN
585,231.85,73.32,NaN,NaN
586,227.25,74.81,NaN,NaN
587,249.80,68.05,NaN,NaN
588,224.77,75.63,NaN,NaN
589,281.95,60.29,NaN,NaN
590,224.62,75.68,NaN,NaN
591,271.15,62.70,NaN,NaN
592,242.14,70.21,NaN,NaN
593,246.94,68.84,NaN,NaN
594,245.62,69.21,NaN,NaN
595,260.24,65.32,NaN,NaN
596,235.59,72.16,NaN,NaN
597,247.76,68.62,NaN,NaN
598,238.37,71.32,NaN,NaN
599,256.86,66.18,NaN,NaN
600,242.35,70.15,NaN,NaN
601,245.65,69.20,NaN,NaN
602,259.40,65.54,NaN,NaN
603,270.58,62.83,NaN,NaN
604,245.44,69.26,NaN,NaN
605,231.06,73.57,NaN,NaN
606,218.16,77.92,NaN,NaN
607,245.46,69.26,NaN,NaN
608,223.87,75.94,NaN,NaN
609,278.15,61.12,NaN,NaN
610,259.83,65.43,NaN,NaN
611,237.70,71.52,NaN,NaN
612,214.99,79.07,NaN,NaN
613,215.97,78.71,NaN,NaN
614,251.93,67.48,NaN,NaN
615,264.11,64.37,NaN,NaN
616,257.60,65.99,NaN,NaN
617,259.61,65.48,NaN,NaN
618,279.81,60.75,NaN,NaN
619,237.99,71.43,NaN,NaN
620,234.98,72.35,NaN,NaN
621,225.17,75.50,NaN,NaN
622,254.43,66.82,NaN,NaN
623,257.15,66.11,NaN,NaN
624,261.82,64.93,NaN,NaN
625,250.57,67.84,NaN,NaN
626,219.64,77.40,NaN,NaN
627,271.43,62.63,NaN,NaN
628,235.47,72.20,NaN,NaN
629,225.01,75.55,NaN,NaN
630,226.43,75.08,NaN,NaN
631,237.02,71.72,NaN,NaN
632,243.26,69.88,NaN,NaN
633,221.20,76.85,NaN,NaN
634,252.53,67.32,NaN,NaN
635,236.13,71.99,NaN,NaN
636,230.51,73.75,NaN,NaN
637,250.82,67.78,NaN,NaN
638,225.44,75.41,NaN,NaN
639,231.27,73.51,NaN,NaN
640,233.40,72.84,NaN,NaN
641,225.08,75.53,NaN,NaN
642,243.00,69.96,NaN,NaN
643,230.96,73.61,NaN,NaN
644,234.86,72.38,NaN,NaN
645,227.92,74.59,NaN,NaN
646,266.03,63.90,NaN,NaN
647,274.81,61.86,NaN,NaN
648,231.01,73.59,NaN,NaN
649,243.42,69.84,NaN,NaN
650,247.48,68.69,NaN,NaN
651,234.35,72.54,NaN,NaN
652,231.55,73.42,NaN,NaN
653,235.66,72.14,NaN,NaN
654,235.33,72.24,NaN,NaN
655,259.69,65.46,NaN,NaN
656,232.81,73.02,NaN,NaN
657,243.76,69.74,NaN,NaN
658,211.06,80.55,NaN,NaN
659,228.51,74.40,NaN,NaN
660,253.19,67.14,NaN,NaN
661,239.10,71.10,NaN,NaN
662,225.74,75.31,NaN,NaN
663,229.75,73.99,NaN,NaN
664,268.68,63.27,NaN,NaN
665,272.26,62.44,NaN,NaN
666,263.93,64.41,NaN,NaN
667,249.28,68.20,NaN,NaN
668,260.39,65.29,NaN,NaN
669,250.26,67.93,NaN,NaN
670,243.41,69.84,NaN,NaN
671,265.49,64.03,NaN,NaN
672,244.73,69.46,NaN,NaN
673,261.26,65.07,NaN,NaN
674,245.15,69.35,NaN,NaN
675,215.59,78.86,NaN,NaN
676,243.36,69.86,NaN,NaN
677,246.36,69.00,NaN,NaN
678,251.83,67.51,NaN,NaN
679,219.59,77.42,NaN,NaN
680,226.57,75.03,NaN,NaN
681,258.47,65.77,NaN,NaN
682,234.89,72.37,NaN,NaN
683,221.50,76.75,NaN,NaN
684,259.46,65.52,NaN,NaN
685,241.19,70.48,NaN,NaN
686,240.74,70.61,NaN,NaN
687,249.44,68.15,NaN,NaN
688,255.56,66.52,NaN,NaN
689,217.92,78.01,NaN,NaN
690,247.02,68.82,NaN,NaN
691,227.30,74.79,NaN,NaN
692,248.32,68.46,NaN,NaN
693,243.76,69.74,NaN,NaN
694,226.36,75.10,NaN,NaN
695,221.85,76.63,NaN,NaN
696,226.58,75.03,NaN,NaN
697,237.02,71.72,NaN,NaN
698,257.23,66.09,NaN,NaN
699,223.49,76.06,NaN,NaN
700,222.25,76.49,NaN,NaN
701,225.11,75.52,NaN,NaN
702,260.93,65.15,NaN,NaN
703,230.60,73.72,NaN,NaN
704,232.69,73.06,NaN,NaN
705,278.38,61.07,NaN,NaN
706,245.37,69.28,NaN,NaN
707,239.97,70.84,NaN,NaN
708,208.76,81.43,NaN,NaN
709,277.39,61.29,NaN,NaN
710,260.21,65.33,NaN,NaN
711,264.21,64.34,NaN,NaN
712,252.56,67.31,NaN,NaN
713,259.19,65.59,NaN,NaN
714,258.36,65.80,NaN,NaN
715,291.00,58.42,NaN,NaN
716,253.13,67.16,NaN,NaN
717,245.09,69.36,NaN,NaN
718,247.94,68.56,NaN,NaN
719,240.22,70.77,NaN,NaN
720,246.29,69.02,NaN,NaN
721,249.24,68.21,NaN,NaN
722,255.85,66.45,NaN,NaN
723,232.61,73.08,NaN,NaN
724,247.72,68.63,NaN,NaN
725,211.25,80.47,NaN,NaN
726,217.54,78.14,NaN,NaN
727,234.66,72.44,NaN,NaN
728,216.79,78.42,NaN,NaN
729,254.66,66.76,NaN,NaN
730,221.75,76.66,NaN,NaN
731,242.55,70.09,NaN,NaN
732,229.89,73.95,NaN,NaN
733,238.85,71.17,NaN,NaN
734,232.13,73.23,NaN,NaN
735,244.86,69.43,NaN,NaN
736,244.56,69.51,NaN,NaN
737,213.74,79.54,NaN,NaN
738,239.41,71.01,NaN,NaN
739,272.52,62.38,NaN,NaN
740,256.33,66.32,NaN,NaN
741,213.95,79.46,NaN,NaN
742,239.94,70.85,NaN,NaN
743,230.92,73.62,NaN,NaN
744,281.04,60.49,NaN,NaN
745,226.99,74.89,NaN,NaN
746,217.37,78.21,NaN,NaN
747,226.59,75.02,NaN,NaN
748,226.73,74.98,NaN,NaN
749,262.92,64.66,NaN,NaN
750,247.23,68.76,NaN,NaN
751,230.25,73.83,NaN,NaN
752,252.69,67.28,NaN,NaN
753,236.73,71.81,NaN,NaN
754,235.75,72.11,NaN,NaN
755,259.71,65.46,NaN,NaN
756,257.98,65.90,NaN,NaN
757,245.44,69.26,NaN,NaN
758,240.76,70.61,NaN,NaN
759,234.05,72.63,NaN,NaN
760,231.76,73.35,NaN,NaN
761,257.29,66.07,NaN,NaN
762,258.63,65.73,NaN,NaN
763,238.23,71.36,NaN,NaN
764,229.17,74.18,NaN,NaN
765,230.79,73.66,NaN,NaN
766,321.19,52.93,NaN,NaN
767,230.24,73.83,NaN,NaN
768,233.01,72.96,NaN,NaN
769,251.33,67.64,NaN,NaN
770,224.80,75.62,NaN,NaN
771,285.57,59.53,NaN,NaN
772,259.33,65.55,NaN,NaN
773,210.09,80.92,NaN,NaN
774,215.40,78.92,NaN,NaN
775,236.64,71.84,NaN,NaN
